indice,area,ciudad,s101p11,s101p12a,s101p12b,s101p12c,s101p12d,s101p12e,s101p2a,s101p2b,s101p2c,s101p2d,s101p2e,s101p2f,s101p3a,s101p3b,s101p4a,s101p4b,s101p4b1,s101p5a,s101p5b,s101p5d,s101p5e,s101p5f,s101p5g,s101p61,s101p62,s101p63,s101p64,s101p65,s101p66,s101p67,s101p68,s101p71,s101p72,s101p73,s101p74,s101p75,s101p76,s101p77,s101p121,s101p122,s101p123,s101p124,s101p125,s101p126,s101p13,s101p141,s101p142,s101p143,s101p144,s101p171,s101p172,s101p173,s101p174,s101p175,s101p176,s101p181,s101p182,s101p183
8678,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.333333,0.333333,0.077922,0.085714,0,0.833333,0.833333,0.833333,0,0.833333,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0.5,1,1,1,1,0,0.25,0,0,0,0,0.5,0.25,0
8679,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.133333,0.133333,0.064935,0,0,0.833333,0.833333,0.833333,0,0.833333,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0.5,1,1,1,1,0,0,0.25,0,0,0,0.5,0,0
8680,urbana,170150,1,0,1,1,1,1,0.833333,0.5,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.103896,0,0.16,0,0,0.833333,0.333333,0.833333,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0.25,1,1,1,1,0,0,0,0,0,0,0,0.25,0
8681,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.133333,0.133333,0.103896,0.057143,0.06,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0.5,1,1,1,1,0,0.25,0,0,0,0,0,0.5,0
8682,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0,0.168831,0.128571,0.08,0.833333,0.833333,0.833333,0,0.833333,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.75,1,1,1,1,0,0,0,0,0,0,1,0,0
8683,urbana,170150,1,0,0,0,1,1,0.833333,0.5,0.5,0.833333,0.833333,0.833333,0.066667,0.066667,0.116883,0,0,0,0.833333,0.833333,0.833333,0.833333,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0.25,1,1,1,1,0,0,0,0,0,0,0,0,0.5
8684,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.066667,0.090909,0,0.14,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0.5,1,1,1,1,0,0.75,0,0,0,0,0.5,0,0
8685,urbana,170150,1,0,0,1,1,1,0.833333,0.5,0.5,0.833333,0.833333,0.833333,0.266667,0.266667,0.103896,0,0.16,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0.5,1,1,1,1,0,0.25,0,0,0,0,1,0,0
8686,urbana,170150,1,0,0,1,1,1,0.833333,0.5,0.5,0.833333,0.833333,0.833333,0.266667,0.266667,0.142857,0,0.22,0.833333,0,0.833333,0.833333,0.833333,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0.5,0.25,0,0,0,1,0,1
8687,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.05,0.05,0.077922,0,0,0.833333,0.833333,1,0.833333,0.833333,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0.75,1,1,1,1,0,0.5,0,0,0,0,1,0,0
8688,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.666667,0.833333,0.833333,0.833333,0.083333,0,0.064935,0,0,0.333333,0.833333,1,0.333333,0.833333,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0.25,1,1,1,1,0,0.25,0,0,0,0,1,0,0
8689,urbana,170150,1,0,0,1,1,1,0.833333,0.5,0.5,0.833333,0.833333,0.833333,0.05,0.05,0.077922,0,0.08,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0.5,1,1,1,1,0,0,0,0,0,0,1,0,0
8690,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0.066667,0.064935,0,0,0.833333,0,0.833333,0.833333,0.833333,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0.25,1,1,1,1,0,0.25,0,0,0,0,0.5,0,0
8691,urbana,170150,0,1,0,1,1,1,0.166667,0.833333,0.5,0.833333,0.833333,0.833333,0.066667,0.066667,0.077922,0.057143,0.04,0,0.833333,0.833333,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0.25,1,1,1,1,0,0.5,0.5,0,0,0.5,0.5,0.5,0
8692,urbana,170150,0,0,0,1,1,1,0.166667,0.666667,0.666667,0.833333,0.833333,0.833333,0.166667,0.1,0.064935,0,0.1,0.833333,0.833333,0.166667,0.833333,0.833333,0.833333,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0.25,1,1,1,1,0,1,1,0,0,0,0,0,0
8693,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0,0,0.077922,0,0.12,0,0.833333,0.833333,0.833333,0.833333,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0.5,1,1,1,1,0,0,0,0,0,0.5,1,0.5,0
8694,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0,0.133333,0.133333,0.103896,0.028571,0,0.333333,0.833333,0.166667,0,0.833333,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0.25,1,1,1,1,0,0.5,0,0,0,0,0,0,0
8695,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.012987,0,0.02,0.666667,0.833333,0,0.666667,0.833333,0,1,1,1,1,0,1,1,1,0,0,0.5,1,1,0.5,1,1,1,0,0,0,0,0,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
8696,urbana,170150,0,1,1,1,1,1,0.166667,0.833333,0.833333,0.833333,0,0,0.033333,0.033333,0.077922,0.014286,0.1,0.833333,0.833333,1,0.833333,0.833333,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0.25,1,1,1,1,0,0,0,0,0,1,1,0,0
8697,urbana,170150,1,0,0,1,1,1,0.833333,0.5,0.5,0.833333,0.833333,0,0.033333,0.033333,0.064935,0,0.1,0.833333,0.666667,1,0.833333,0.833333,0.666667,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0.5,1,1,1,1,0,0.5,0,0.75,0,0,1,0,0
8698,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.016667,0.016667,0.103896,0,0.16,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0.75,1,1,1,1,0,0,0,0,0.25,0,1,0,0.25
8699,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.1,0.1,0.12987,0.057143,0.04,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0.25,1,1,1,1,0,0.25,0,0,0,0,0.25,1,0
8700,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.5,0,0.833333,0.833333,0.066667,0.066667,0.116883,0.128571,0,0.833333,0.833333,1,0,0.833333,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0,1,0,0,0,0,0.5,1,0.25
8701,urbana,170150,0,0,0,0,0,0,0.166667,0.5,0.5,0.333333,0.5,0.5,0.1,0.1,0.090909,0.028571,0.06,0.833333,0.833333,1,0.833333,0.333333,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0.5,1,1,1,1,0,0,0,0,0,0,0,0,0.25
8702,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0,0.833333,0,0.033333,0.033333,0.025974,0,0.04,0.833333,0.833333,1,0.833333,0.833333,0,0,1,0,0.5,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
8703,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.025974,0,0.04,0.833333,0.833333,1,0.833333,0.833333,0,1,0,0,0.5,0,1,1,1,0,0,0.5,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1
8704,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.5,0,0.833333,0.833333,0.05,0.05,0.064935,0,0.1,0.833333,0.833333,0.833333,0.666667,0.833333,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0.25,1,1,1,1,0,1,0.5,0,0,0,0,1,0
8705,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.05,0.05,0.103896,0.114286,0,0,0.833333,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0.25,1,1,1,1,0,0,0,0,0,0,0,0,0
8706,urbana,170150,0,1,0,0,0,0,0.333333,0.833333,0.5,0.5,0.5,0.5,0.1,0.083333,0.051948,0,0,0.333333,0.833333,0,0.333333,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0.75,0
8707,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0,0.833333,0.833333,0.133333,0.133333,0.064935,0,0.1,0,0,0.833333,0.833333,0.833333,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0.25,0,1,1,1,0.5,0,0.5,0,0,0,0,0,1
8708,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0,0.833333,0,0.033333,0.033333,0.025974,0,0.04,0.833333,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0.5,1,0,1,1,0,0,0,1,1,0,0.25,1,1,1,0,0,0,0,0,0,0,0,0,1
8709,urbana,170150,1,1,0,1,0,1,0.833333,0.833333,0.333333,0.833333,0.5,0,0.133333,0.133333,0.324675,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0.25,1,1,1,1,0.5,0.5,0,0.5,0.5,0,0,0.25,0.25
8710,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.077922,0,0.12,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0.75,0,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
8711,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.033333,0.033333,0.116883,0,0.1,0.333333,0.333333,0.833333,0.833333,0.833333,0,0,1,0,0,0,1,1,0,0,0,0.5,1,0,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0,0,0,0,0,0,0,0,0
8712,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.133333,0.133333,0.077922,0.042857,0,0.833333,0,0.833333,0.833333,0.833333,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0.25,1,1,1,1,0,0,0,0,0,0,1,0,0
8713,urbana,170150,1,0,0,1,1,1,0.833333,0.5,0.5,0.833333,0.833333,0,0.066667,0.066667,0.077922,0.057143,0.04,0.833333,0,0.833333,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0.25,1,1,1,1,0,0,0,0,0,0,0,0,1
8714,urbana,170150,1,0,0,0,1,1,0.833333,0.5,0.5,0.666667,0.833333,0,0.1,0.1,0.116883,0,0.18,0.833333,0,0.833333,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0.25,1,1,1,1,0,0,0,0,0,0,0,0,0.5
8715,urbana,170150,1,0,0,1,1,1,0.833333,0.5,0.5,0.833333,0.833333,0,0.066667,0.066667,0.064935,0,0.1,0.833333,0.833333,1,0.833333,0.833333,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0.5,0.5,0,0,0,1,0,0.25
8716,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.064935,0,0.1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0.25,1,1,1,1,0,0,0,0,0,1,0,0.75,0
8717,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0,0.033333,0.033333,0.051948,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0.75,1,1,1,1,0.75,0.75,0.75,0.75,0.75,0.25,0.25,0.75,0.75
8718,urbana,170150,1,1,0,1,0,1,0.833333,0.833333,0.5,0.833333,0.5,0,0.1,0.066667,0.090909,0.1,0,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0.25,0
8719,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.038961,0,0.06,0.833333,0.833333,1,0.833333,0.833333,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0.25,1,0,1,1,0,0.25,0,0,0,0.25,0.5,0.25,0.75
8720,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.1,0.1,0.12987,0,0.2,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0.5,1,1,1,1,0,0.25,0.25,0.25,0,0.25,0.75,0.5,0.5
8721,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.090909,0.042857,0.02,0.333333,0,1,0.833333,0.833333,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0.5
8722,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0,0.833333,0,0.066667,0.066667,0.064935,0,0.1,0.833333,0.833333,1,0.833333,0.833333,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0.25,1,1,1,1,0.25,0,0,0,0,0.5,0.5,0.25,0.25
8723,urbana,170150,1,0,0,1,1,1,0.833333,0.5,0.5,0.833333,0.833333,0,0.116667,0.116667,0.051948,0,0.08,0.833333,0.833333,1,0.833333,0.833333,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0.25,0,0,0.25,0.25,0.5,0.25,0.25
8724,urbana,170150,1,0,0,1,1,1,0.833333,0.333333,0.333333,0.833333,0.833333,0,0.033333,0.033333,0.051948,0,0.08,0,0.833333,0.833333,0.833333,0.833333,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0.25,1,1,1,1,0,0.5,0.25,0,0,0.25,0,0,0.75
8725,urbana,170150,1,0,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.133333,0.133333,0.090909,0,0,0.833333,0.833333,0.833333,0,0.833333,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0.25,0,0,0,0,0.25,0,0.25
8726,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.1,0.1,0.194805,0,0.3,0.833333,0.333333,0.833333,0.833333,0.833333,0.833333,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0.5,1,1,1,1,0.5,0.25,0.5,0.5,0.25,0,0.75,0.25,0.5
8727,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.064935,0,0.1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0.5,1,1,1,1,0.25,0.25,0.25,0.5,0.25,0,0.75,0.25,0
8728,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.166667,0.166667,0.12987,0,0.2,0,0.833333,0.833333,0.833333,0.833333,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0.5,1,1,1,1,0,0.5,0.25,0.25,0.25,0.25,0.75,0.5,0.25
8729,urbana,170150,1,0,0,1,1,1,0.833333,0.5,0.5,0.833333,0.833333,0.833333,0,0,0.077922,0,0.12,0,0.833333,0.833333,0.833333,0.833333,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0.75,1,1,1,1,0.5,0,0,0.5,0.5,0.25,1,1,0
8730,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.077922,0.085714,0,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0.5,1,1,1,1,0.5,0.25,0.25,0.5,0.5,0.25,0.5,0.25,0
8731,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.066667,0.066667,0.12987,0,0.2,0.666667,0.833333,0.833333,0.833333,0.833333,0.833333,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0.5,1,1,1,1,0.5,0.5,0.25,0.5,0.5,0,0.75,0.25,0.25
8732,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.333333,0.833333,0.833333,0.833333,0.333333,0.2,0.207792,0.057143,0.16,0.666667,0.833333,0.833333,0.833333,0.833333,0.833333,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0.25,1,1,1,1,0.5,0.25,0,0.5,0.5,0,0.75,0.25,0.25
8733,urbana,170150,0,0,0,0,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0,0.077922,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0.5,1,1,1,1,0.5,0.5,0.5,0.75,0.75,0,0,0.5,0.75
8734,urbana,170150,1,0,0,1,1,1,0.833333,0.5,0.5,0.833333,0.833333,0.833333,0.133333,0.133333,0.155844,0,0.24,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0.5,1,1,1,1,0.5,0.5,0.25,0.5,0.5,0,0.5,0.5,0.5
8735,urbana,170150,1,1,0,0,0,1,0.833333,0.833333,0.5,0.666667,0.833333,0.833333,0.066667,0.066667,0.064935,0,0.1,0.333333,0.833333,0.833333,0.833333,0.833333,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0.5,1,1,1,1,0.25,0.5,0.5,0,0,0,0,0,0.75
8736,urbana,170150,1,0,1,0,1,1,0.833333,0.5,0.833333,0.333333,0.833333,0.833333,0.033333,0.033333,0.103896,0,0.16,0.333333,0.833333,0.833333,0.833333,0.833333,0.833333,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0.25,1,0,0,1,1,1,1,1,1,1,0,1,0.5
8737,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0,0.166667,0.066667,0.142857,0,0.22,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0.5,1,1,1,1,0,0,0,0,0,0,0,1,0
8738,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.066667,0,0.090909,0,0.14,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0.25,1,1,1,1,0,0,0,0,0,0,0,0,1
8739,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.166667,0.166667,0.25974,0,0,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0.25,1,1,1,1,0,0,0,0,0,0,1,0,1
8740,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.5,0,0,0.833333,0.333333,0.333333,0.116883,0,0.18,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0.25,1,1,1,1,0,0,0,0,0.25,0,1,0,0
8741,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.166667,0.166667,0.103896,0,0.16,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0.5,1,1,1,1,0,0,0,0,0,0,0.25,0.75,0.75
8742,urbana,170150,1,0,0,1,1,0,0.833333,0.5,0.5,0.833333,0.833333,0.5,0.133333,0.133333,0.103896,0,0.14,0.666667,0.833333,0.833333,0.833333,0.833333,0.833333,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0.25,1,1,1,1,0,0,0,0,0,0,0,0,0
8743,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.033333,0.033333,0.038961,0.014286,0.04,0,0,0.833333,0,0.833333,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0.25,1,1,1,1,0,0,0.5,0.5,0.5,0,0.5,0,0
8744,urbana,170150,1,0,0,1,1,1,0.833333,0.5,0.5,0.833333,0.833333,0.833333,0.05,0.05,0.090909,0,0.14,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0.25,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.75,0,0.25,0.25
8745,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.066667,0.05,0.12987,0,0.2,0.833333,0.833333,0.833333,0.833333,0.833333,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0.5,1,1,1,1,0.25,0,0,0.25,0,0.5,1,1,0
8746,urbana,170150,1,0,0,1,1,1,0.833333,0.5,0.5,0,0,0.833333,0.1,0.1,0.103896,0,0.16,0.333333,0.833333,0.833333,0.333333,0.833333,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0.25,1,1,1,1,0,0,0,0.25,0.25,0.75,0.25,0,0
8747,urbana,170150,1,0,0,1,1,1,0.833333,0.5,0.5,0.833333,0.833333,0.833333,0.133333,0,0.25974,0.042857,0.34,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0.5,1,1,1,1,0,0,0.5,0.5,0,0.25,0.5,0.5,0.5
8748,urbana,170150,0,0,0,1,1,1,0.166667,0.5,0.5,0.833333,0.833333,0.833333,0.033333,0.033333,0.103896,0,0.16,0,0.833333,0.833333,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0.5,1,1,1,1,0,0,0,0,0,0,0.5,0.5,0.5
8749,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.066667,0.066667,0.051948,0,0.08,0,0,0.833333,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0.5,0.5,0.25,0.5,0.25,0.25,0.75,0.25,0
8750,urbana,170150,0,0,0,1,1,1,0.166667,0.5,0.5,0.833333,0.833333,0.833333,0.166667,0,0.090909,0,0.14,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0.25,1,1,1,1,0,0,0.25,0,0,0,0.5,0.5,0
8751,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.166667,0.166667,0.090909,0,0.14,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0,0,0,0,0,0,0.5,0,0
8752,urbana,170150,1,0,0,0,1,1,0.833333,0.5,0.5,0.5,0.833333,0.833333,0,0,0.025974,0,0.04,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
8753,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.166667,0.166667,0.12987,0,0.2,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0.25,1,1,1,1,0,0,0,0,0,0,0.5,0.5,0
8754,urbana,170150,1,1,1,1,1,1,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.25,0.25,0.155844,0,0.24,0,0,0,0,0.833333,0.833333,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0.25,1,1,1,1,0,0.5,0,0,0.5,0,1,0,0
8755,urbana,170150,1,0,0,1,1,1,0.833333,0.5,0.5,0.833333,0.833333,0.833333,0.033333,0.033333,0.077922,0,0.12,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,1,1,0,1,0,0,1,1,0,0,1,0.5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
8756,urbana,170150,1,1,0,1,1,1,0.833333,0.833333,0.5,0.833333,0.833333,0.833333,0.1,0.1,0.077922,0.028571,0.08,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0.5,0,0,1,0,1,1,1,0,0,0.25,1,1,1,1,0,0,0,0,0,0,0.5,0,0
